player,age,dob,height_cm,club,rating
Joselu,29,27/03/1990,192,Deportivo Alavés,74
M. Andújar,35,30/07/1983,194,Estudiantes de La Plata,74
Baiano,32,23/02/1987,178,Alanyaspor,74
K. Kamara,34,01/09/1984,188,Colorado Rapids,74
M. Erdinç,32,25/02/1987,181,Medipol Başakşehir FK,74
S. Missiroli,33,23/05/1986,191,SPAL,74
F. González,32,06/01/1987,178,Estudiantes de La Plata,74
Bojan,28,28/08/1990,170,Montreal Impact,74
Nuno Coelho,31,23/11/1987,183,Os Belenenses,74
B. Jokič,33,17/05/1986,176,Slovenia,74
T. Reginiussen,33,10/04/1986,185,Rosenborg BK,74
H. Medunjanin,34,08/03/1985,188,Philadelphia Union,74
G. Svensson,32,07/02/1987,184,Seattle Sounders FC,74
T. Sippel,31,22/03/1988,183,Borussia Mönchengladbach,74
N. Bertolo,33,02/01/1986,179,Club Atlético Banfield,74
G. Bong,31,25/04/1988,183,Brighton & Hove Albion,74
K. Grosicki,31,08/06/1988,180,Hull City,74
A. Aguilar,34,06/01/1985,187,Unión Magdalena,74
P. Baysse,31,18/05/1988,184,FC Girondins de Bordeaux,74
L. Deaux,30,26/12/1988,188,En Avant de Guingamp,74
L. Christodoulopoulos,32,19/12/1986,183,Olympiacos CFP,74
Ivo,32,02/10/1986,173,Henan Jianye FC,74
S. Arfield,30,01/11/1988,179,Rangers FC,74
Adrián González,31,25/05/1988,183,Málaga CF,74
R. Hennings,31,28/08/1987,180,Fortuna Düsseldorf,74
L. Robles,35,11/05/1984,185,New York Red Bulls,74
Titi,31,12/03/1988,188,Göztepe SK,74
H. Saivet,28,26/10/1990,174,Newcastle United,74
A. Chedjou,34,20/06/1985,184,Medipol Başakşehir FK,74
F. Frei,30,08/01/1989,183,FC Basel 1893,74
B. Bannan,29,01/12/1989,169,Sheffield Wednesday,74
A. Bjelland,30,11/07/1988,188,FC København,74
N. Müller,31,25/09/1987,173,Eintracht Frankfurt,74
J. Biabiany,31,28/04/1988,177,Parma,74
Sergio Tejera,29,28/05/1990,180,Real Oviedo,74
H. Arter,29,28/12/1989,176,Fulham,74
Fábio Pacheco,31,26/05/1988,180,Moreirense FC,74
J. Russell,29,08/04/1990,178,Sporting Kansas City,74
Yoel,30,28/08/1988,185,SD Eibar,74
J. Chester,30,23/01/1989,180,Aston Villa,74
J. van der Heijden,31,03/03/1988,185,Feyenoord,74
F. Navarro,30,18/04/1989,165,Club León,74
Dentinho,30,19/01/1989,176,Shakhtar Donetsk,74
M. Alustiza,35,31/05/1984,165,Puebla FC,74
Montoro,31,25/06/1988,181,Granada CF,74
R. Halliche,32,02/09/1986,188,Moreirense FC,74
J. Dueñas,30,16/03/1989,174,Tigres U.A.N.L.,74
S. Morrison,28,08/01/1991,194,Cardiff City,74
C. Zambrano,29,10/07/1989,185,Peru,74
A. Chahechouhe,32,02/07/1986,176,Antalyaspor,74
Juanfran,30,11/09/1988,180,Alanyaspor,74
L. Balogun,31,28/06/1988,190,Brighton & Hove Albion,74
B. Ecuélé Manga,30,16/07/1988,186,Dijon FCO,74
B. Poulain,31,24/07/1987,189,Kayserispor,74
M. Valdifiori,33,21/04/1986,185,SPAL,74
A. N'Diaye,29,06/03/1990,189,Málaga CF,74
Alex Bergantiños,34,07/06/1985,176,Deportivo de La Coruña,74
E. Room,30,06/02/1989,188,Columbus Crew SC,74
B. Fornaroli,31,07/09/1987,175,Perth Glory,74
M. Risse,29,17/12/1989,183,1. FC Köln,74
D. Diekmeier,29,20/10/1989,188,SV Sandhausen,74
J. Hoilett,29,05/06/1990,173,Cardiff City,74
M. Ekici,29,25/03/1990,180,Fenerbahçe SK,74
J. Hušbauer,29,16/03/1990,182,SK Slavia Praha,74
Alcalá,30,19/03/1989,196,Girona FC,74
Balenziaga,31,29/02/1988,177,Athletic Club de Bilbao,74
S. Sunzu,30,22/06/1989,190,FC Metz,74
Míchel,30,29/07/1988,183,Real Valladolid CF,74
O. Martínez,33,08/04/1986,165,Club Atlas,74
Pedro Sánchez,32,12/12/1986,175,Deportivo de La Coruña,74
I. Opara,30,21/02/1989,188,Minnesota United FC,74
M. Caruzzo,34,15/08/1984,185,Rosario Central,74
M. Silvestri,28,02/03/1991,191,Hellas Verona,74
Sandro,30,15/03/1989,187,Genoa,74
C. Borges,31,27/05/1988,187,Göztepe SK,74
P. Pekarík,32,30/10/1986,177,Hertha BSC,74
G. Töre,27,20/01/1992,176,Yeni Malatyaspor,74
S. Sow,30,29/04/1989,185,Nottingham Forest,74
A. Bedoya,32,29/04/1987,178,Philadelphia Union,74
S. Corchia,28,01/11/1990,175,Sevilla FC,74
G. Schennikov,28,27/04/1991,178,PFC CSKA Moscow,74
N. Hult,29,13/02/1990,173,AEK Athens,74
L. Sané,32,22/03/1987,191,Orlando City SC,74
Renatinho,30,04/10/1988,167,Tianjin Quanjian FC,74
F. Rinaudo,32,08/05/1987,176,Rosario Central,74
M. Caraglio,30,01/12/1988,187,Cruz Azul,74
Rafael,29,20/05/1990,186,Reading,74
E. Stevens,28,09/07/1990,183,Sheffield United,74
F. Klos,31,02/12/1987,194,DSC Arminia Bielefeld,74
A. Nyom,31,10/05/1988,189,Getafe CF,74
M. Zeegelaar,28,12/08/1990,186,Watford,74
C. Clemens,27,04/08/1991,179,1. FC Köln,74
J. Larsen,28,21/02/1991,182,Udinese,74
J. Obi,28,22/05/1991,176,Chievo Verona,74
D. Sakho,29,24/12/1989,184,Stade Rennais FC,74
C. Hourihane,28,02/02/1991,181,Aston Villa,74
S. Ilsanker,30,18/05/1989,189,RB Leipzig,74
F. Hanin,29,04/02/1990,177,Vitória Guimarães,74
M. Leckie,28,04/02/1991,181,Hertha BSC,74
Iñigo Pérez,31,18/01/1988,178,CA Osasuna,74
Anselmo,30,20/02/1989,185,Al Wehda,74
J. Toornstra,30,04/04/1989,178,Feyenoord,74
Leandro Damião,29,22/07/1989,187,Kawasaki Frontale,74
M. Linnes,27,20/09/1991,177,Galatasaray SK,74
R. Amalfitano,29,27/08/1989,175,Dijon FCO,74
G. Tzavellas,31,26/11/1987,183,Alanyaspor,74
B. Dabo,27,18/02/1992,186,Fiorentina,74
I. Nestorovski,29,19/03/1990,182,Udinese,74
T. Klose,31,09/05/1988,193,Norwich City,74
Ilie Sánchez,28,21/11/1990,180,Sporting Kansas City,74
A. Christiansen,29,08/06/1990,174,Malmö FF,74
Alan Patrick,28,13/05/1991,178,Shakhtar Donetsk,74
L. Hinterseer,28,28/03/1991,192,Hamburger SV,74
Camilo,30,21/07/1988,169,Club Tijuana,74
Hong Jeong Ho,29,12/08/1989,186,Jeonbuk Hyundai Motors,74
Marafona,32,08/05/1987,190,Alanyaspor,74
N. De Préville,28,08/01/1991,177,FC Girondins de Bordeaux,74
Diego,31,09/03/1988,178,Deportivo Toluca,74
L. Krejčí,26,05/07/1992,178,Bologna,74
C. Ciano,29,22/02/1990,176,Frosinone,74
J. Sánchez Miño,29,01/01/1990,177,Independiente,74
L. Griffiths,28,20/08/1990,174,Celtic,74
T. Serero,29,11/04/1990,172,Vitesse,74
T. Bifouma,27,13/05/1992,180,Yeni Malatyaspor,74
M. Bakalorz,29,13/09/1989,180,Hannover 96,74
Juan Carlos,28,15/03/1991,183,SD Huesca,74
L. Advíncula,29,02/03/1990,178,Rayo Vallecano,74
Y. Yotún,29,07/04/1990,173,Cruz Azul,74
L. Melgarejo,28,10/08/1990,177,Spartak Moscow,74
Diego Oliveira,29,22/06/1990,179,FC Tokyo,74
Ewerton,30,23/03/1989,188,Hamburger SV,74
M. Borjan,31,23/10/1987,196,Canada,74
J. Kopic,29,04/06/1990,179,Viktoria Plzeň,74
C. Atsu,27,10/01/1992,165,Newcastle United,74
H. Canteros,30,15/03/1989,176,MKE Ankaragücü,74
João Pereira,35,25/02/1984,172,Trabzonspor,74
M. Morozyuk,31,17/01/1988,176,Çaykur Rizespor,74
B. Butko,28,13/01/1991,182,Shakhtar Donetsk,74
Pedro Henrique,29,16/06/1990,181,Kayserispor,74
H. Gnohere,31,21/02/1988,183,FCSB (Steaua),74
P. Capelle,32,15/04/1987,181,Angers SCO,74
Jozabed,28,08/03/1991,180,RC Celta,74
R. Ghezzal,27,09/05/1992,182,Leicester City,74
P. De Blasis,31,04/02/1988,166,SD Eibar,74
A. Chumacero,28,22/04/1991,164,Puebla FC,74
A. Semenov,30,24/03/1989,190,Russia,74
R. Czichos,29,14/05/1990,187,1. FC Köln,74
A. Hahn,28,13/08/1990,185,FC Augsburg,74
F. Niederlechner,28,24/10/1990,187,FC Augsburg,74
D. Lazović,28,15/09/1990,181,Hellas Verona,74
M. Pavlović,29,09/06/1990,196,Angers SCO,74
F. Bachirou,29,15/04/1990,169,Malmö FF,74
D. Rodríguez,29,04/09/1989,170,Defensa y Justicia,74
N. Vikonis,35,06/04/1984,184,Puebla FC,74
R. Pérez,29,09/01/1990,186,Junior FC,74
D. Bocanegra,32,23/04/1987,182,Atlético Nacional,74
F. Pardo,28,17/08/1990,178,Deportivo Toluca,74
W. Morelo,32,21/05/1987,172,Club Atlético Colón,74
A. Ricaurte,27,03/10/1991,182,Independiente Medellín,74
P. Goltz,34,12/05/1985,184,Boca Juniors,74
D. González,31,09/02/1988,180,Racing Club,74
S. Romero,30,22/07/1988,177,Independiente,74
O. Opazo,28,18/10/1990,169,Colo-Colo,74
L. Villafañez,27,04/10/1991,169,Monarcas Morelia,74
B. Alemán,29,23/12/1989,176,Gimnasia y Esgrima La Plata,74
D. Braghieri,32,07/01/1987,186,Club Tijuana,74
E. Kalinski,32,10/03/1987,184,Estudiantes de La Plata,74
E. Puch,32,04/09/1986,168,Universidad Católica,74
C. Rius,30,27/10/1988,171,Rosario Central,74
R. Botta,29,31/01/1990,175,San Lorenzo de Almagro,74
L. Zelarayán,27,20/06/1992,172,Tigres U.A.N.L.,74
D. Kreilach,30,16/04/1989,186,Real Salt Lake,74
Idris,34,27/12/1984,189,Boavista FC,74
I. Slimani,31,18/06/1988,188,Leicester City,74
A. Oyongo,28,22/06/1991,176,Montpellier HSC,74
Edgar Méndez,28,30/04/1991,188,Cruz Azul,74
A. Chávez,28,21/03/1991,184,Club Atlético Huracán,74
S. Vilakazi,29,29/12/1989,170,South Africa,74
S. Özbayraklı,29,23/01/1990,171,Galatasaray SK,74
P. Martinez,30,21/02/1989,182,Nîmes Olympique,74
Eraso,29,22/03/1990,180,CD Leganés,74
C. Mayada,28,08/01/1991,174,Atlético de San Luis,74
Sabin Merino,27,04/01/1992,187,CD Leganés,74
L. Gamba,32,24/06/1987,170,Rosario Central,74
Jorge Miramón,30,02/06/1989,175,Levante UD,74
Enaldo Praz,31,29/02/1988,177,Grêmio,74
Jailson Caeiro,27,29/02/1992,177,Botafogo,74
Kel Perinho,35,29/02/1984,192,Chapecoense,74
Hugo Goiteira,27,29/02/1992,190,Ceará Sporting Club,74
Osvaldo Lodeiro,31,29/02/1988,185,CSA - AL,74
Fabiano Sonta,27,29/02/1992,181,Fluminense,74
Robson Denho,27,29/02/1992,181,Avaí FC,74
Claudiano Sobrino,35,29/02/1984,177,Chapecoense,74
Edvaldisco,27,29/02/1992,183,Botafogo,74
Sebas Couteira,31,29/02/1988,178,Atlético Paranaense,74
Kauã Abranches,35,29/02/1984,177,Fortaleza,74
Nicolás Formido,31,29/02/1988,183,Internacional,74
Victorino Magela,31,29/02/1988,188,Bahia,74
Adrianiscito,27,29/02/1992,193,Grêmio,74
Padilhisco,27,29/02/1992,182,Bahia,74
Jesus Andradaldo,27,29/02/1992,177,Internacional,74
Enaldo Toxeto,31,29/02/1988,181,Grêmio,74
Duirval Diniz,35,29/02/1984,187,Atlético Paranaense,74
Edercinho Sepa,31,29/02/1988,179,Grêmio,74
Pascoal Muscato,27,29/02/1992,177,Santos,74
Elias Fontoira,35,29/02/1984,186,Internacional,74
Fábio Melitinho,35,29/02/1984,170,Fluminense,74
Marlon Nideiro,35,29/02/1984,169,Grêmio,74
Jacson Zonta,35,29/02/1984,181,Goiás,74
Leo Caldeirinha,35,29/02/1984,175,Goiás,74
Alvildo Sousa,35,29/02/1984,183,Avaí FC,74
Hélton Celanova,27,29/02/1992,180,Internacional,74
Erick Gameira,27,29/02/1992,180,Atlético Paranaense,74
Jadson Vidigal,27,29/02/1992,175,Grêmio,74
Nuno da Costa,28,10/02/1991,182,RC Strasbourg Alsace,74
N. Silva,29,24/01/1990,163,Argentinos Juniors,74
F. Zampedri,31,14/02/1988,185,Rosario Central,74
Caio Milaçar,35,29/02/1984,170,Ceará Sporting Club,74
Salvi Sánchez,28,30/03/1991,175,Cádiz CF,74
D. Benlamri,29,25/12/1989,185,Al Shabab,74
Carlitos,29,12/06/1990,176,Legia Warszawa,74
Douglas,31,30/12/1987,184,Shimizu S-Pulse,74
M. Diop,31,08/07/1987,190,Beijing Renhe FC,74
Enric Gallego,32,12/09/1986,189,Getafe CF,74
E. Sarić,28,21/07/1990,180,Al Ahli,74
I. Traoré,30,16/09/1988,186,SK Slavia Praha,74
J. Kayamba,27,17/04/1992,170,Viktoria Plzeň,74
J. Santigaro,33,04/07/1985,198,Ecuador,74
W. Faríñez,21,15/02/1998,181,Millonarios FC,73
C. Romero,21,27/04/1998,185,Genoa,73
Brahim,19,03/08/1999,171,Real Madrid,73
R. James,19,08/12/1999,182,Chelsea,73
I. Akhmetov,21,31/12/1997,173,PFC CSKA Moscow,73
E. Håland,18,21/07/2000,194,FC Red Bull Salzburg,73
M. Shaparenko,20,04/10/1998,178,Dynamo Kyiv,73
Puado,21,25/05/1998,177,RCD Espanyol,73
R. Kent,22,11/11/1996,172,Liverpool,73
S. Salcedo,21,29/08/1997,183,Club Atlético Huracán,73
Unai Simón,22,11/06/1997,190,Athletic Club de Bilbao,73
A. Tuanzebe,21,14/11/1997,185,Manchester United,73
T. Tomiyasu,20,05/11/1998,188,Bologna,73
Maycon,21,13/07/1997,173,Shakhtar Donetsk,73
I. Oblyakov,20,05/07/1998,175,PFC CSKA Moscow,73
M. Senesi,22,10/05/1997,183,San Lorenzo de Almagro,73
Óscar,21,28/06/1998,174,CD Leganés,73
Stephen Eustáquio,22,21/12/1996,178,Cruz Azul,73
Pedro Porro,19,13/09/1999,176,Real Valladolid CF,73
B. Drągowski,21,19/08/1997,188,Fiorentina,73
D. Kownacki,22,14/03/1997,187,Fortuna Düsseldorf,73
Fede,22,16/03/1997,176,Real Valladolid CF,73
J. Gélin,22,24/04/1997,183,Stade Rennais FC,73
R. van Drongelen,20,20/12/1998,185,Hamburger SV,73
J. Eggestein,21,08/05/1998,183,SV Werder Bremen,73
M. Camara,22,28/02/1997,180,Olympiacos CFP,73
Léo Jabá,20,02/08/1998,178,PAOK,73
D. Rossi,21,05/03/1998,170,Los Angeles FC,73
L. Majer,21,17/01/1998,179,Dinamo Zagreb,73
M. Mittelstädt,22,18/03/1997,180,Hertha BSC,73
A. Ćorić,22,14/04/1997,176,Roma,73
Lyanco,22,01/02/1997,187,Torino,73
Álvaro Tejero,22,20/07/1996,174,SD Eibar,73
M. Pereira Lage,22,30/11/1996,180,Angers SCO,73
S. Grandsir,22,14/08/1996,170,Stade Brestois 29,73
D. Okereke,21,29/08/1997,181,Club Brugge KV,73
M. Richter,21,24/11/1997,176,FC Augsburg,73
J. Savarino,22,11/11/1996,169,Real Salt Lake,73
N. De la Cruz,22,01/06/1997,167,River Plate,73
P. Rajkovic,23,31/10/1995,192,Stade de Reims,73
R. Rojas,23,30/04/1996,176,River Plate,73
L. Boyé,23,28/02/1996,183,Reading,73
M. Friedrich,23,13/12/1995,192,1. FC Union Berlin,73
E. Unsain,24,09/03/1995,188,Defensa y Justicia,73
B. Kuscevic,23,02/05/1996,185,Universidad Católica,73
N. Fernández,23,08/02/1996,165,Defensa y Justicia,73
L. Haraslín,23,26/05/1996,182,Lechia Gdańsk,73
A. Donis,22,29/08/1996,178,VfB Stuttgart,73
C. Montes,22,24/02/1997,191,Monterrey,73
G. Larsonneur,22,23/02/1997,181,Stade Brestois 29,73
M. Cafaro,22,25/03/1997,170,Stade de Reims,73
M. Wöber,21,04/02/1998,189,FC Red Bull Salzburg,73
T. Fosu-Mensah,21,02/01/1998,185,Manchester United,73
Gabriel,21,19/12/1997,190,LOSC Lille,73
C. Mepham,21,05/11/1997,191,Bournemouth,73
S. Alakouch,20,29/07/1998,175,Nîmes Olympique,73
Mama Baldé,23,06/11/1995,181,Dijon FCO,73
Pau Torres,22,16/01/1997,191,Villarreal CF,73
T. Bašić,22,25/11/1996,189,FC Girondins de Bordeaux,73
Y. Benzia,24,08/09/1994,178,LOSC Lille,73
M. Stępiński,24,12/05/1995,183,Chievo Verona,73
R. Bazoer,22,12/10/1996,184,Vitesse,73
C. Akpom,23,09/10/1995,186,PAOK,73
D. Biraschi,24,02/07/1994,182,Genoa,73
I. Arboleda,23,21/04/1996,185,Club Atlético Banfield,73
D. von Ballmoos,24,30/12/1994,192,BSC Young Boys,73
B. Celina,22,09/09/1996,181,Swansea City,73
B. Mensah,24,17/10/1994,180,Kayserispor,73
Sivera,22,11/08/1996,184,Deportivo Alavés,73
P. Olayinka,23,16/11/1995,188,SK Slavia Praha,73
K. Iheanacho,22,03/10/1996,183,Leicester City,73
Roger Guedes,22,02/10/1996,184,Shandong Luneng TaiShan FC,73
U. Agbo,23,04/12/1995,185,Standard de Liège,73
André Horta,22,07/11/1996,175,SC Braga,73
F. Soldano,24,14/09/1994,178,Boca Juniors,73
J. Cádiz,23,29/07/1995,191,SL Benfica,73
F. Maouassa,20,06/07/1998,170,Stade Rennais FC,73
R. Perraud,21,22/09/1997,173,Stade Brestois 29,73
Aurélio Buta,22,10/02/1997,172,Royal Antwerp FC,73
V. Rosier,22,19/08/1996,175,Sporting CP,73
Kim Min Jae,22,15/11/1996,190,Beijing Sinobo Guoan FC,73
U. Račić,21,17/03/1998,193,Famalicão,73
O. Kolář,24,17/10/1994,193,SK Slavia Praha,73
Luca Sangalli,24,10/02/1995,167,Real Sociedad,73
G. Zahid,24,18/11/1994,174,Panathinaikos FC,73
A. Mawson,25,19/01/1994,189,Fulham,73
H. Mukhtar,24,21/03/1995,173,Brøndby IF,73
L. Phiri,24,09/11/1994,173,En Avant de Guingamp,73
A. Sørloth,23,05/12/1995,194,Trabzonspor,73
O. Ntcham,23,09/02/1996,180,Celtic,73
J. Figal,25,03/04/1994,181,Independiente,73
Nélson Monte,23,30/07/1995,187,Rio Ave FC,73
I. Success,23,07/01/1996,182,Watford,73
A. Blin,22,16/09/1996,184,Amiens SC,73
J. Omlin,25,10/01/1994,189,FC Basel 1893,73
D. Blanco,24,22/04/1995,167,Independiente,73
R. Zentner,24,28/10/1994,194,1. FSV Mainz 05,73
J. Kenny,22,15/03/1997,176,FC Schalke 04,73
B. Kamara,22,21/10/1996,193,RC Strasbourg Alsace,73
S. Mounié,24,29/09/1994,190,Huddersfield Town,73
Arana,22,14/04/1997,176,Sevilla FC,73
G. Kerk,23,02/12/1995,175,FC Utrecht,73
Murilo,24,31/10/1994,178,SC Braga,73
U. Çakır,23,05/04/1996,191,Trabzonspor,73
C. Roldan,24,03/06/1995,173,Seattle Sounders FC,73
A. De Sart,22,12/11/1996,180,Royal Antwerp FC,73
D. Kamada,22,05/08/1996,184,Eintracht Frankfurt,73
Álvaro Jiménez,24,19/05/1995,176,Albacete BP,73
U. Bozok,22,19/09/1996,178,FC Lorient,73
S. Plavšić,23,03/12/1995,168,Sparta Praha,73
Dani Raba,23,29/10/1995,184,SD Huesca,73
David Juncà,25,16/11/1993,176,RC Celta,73
M. Pigliacelli,26,30/06/1993,184,Universitatea Craiova,73
J. Ibe,23,08/12/1995,176,Bournemouth,73
S. Kapino,25,18/03/1994,196,SV Werder Bremen,73
N. Murru,24,16/12/1994,180,Sampdoria,73
P. Nardi,25,18/05/1994,188,FC Lorient,73
C. Robinson,24,02/02/1995,178,Sheffield United,73
Moi Gómez,25,23/06/1994,176,Villarreal CF,73
H. Magnússon,26,11/02/1993,190,PFC CSKA Moscow,73
Mattheus Oliveira,24,07/07/1994,182,Sporting CP,73
Eugeni,24,19/07/1994,184,SD Huesca,73
Edgar Ié,25,01/05/1994,178,Feyenoord,73
M. Stendera,23,10/12/1995,173,Eintracht Frankfurt,73
F. Barba,25,01/09/1993,185,Real Valladolid CF,73
L. Öztunalı,23,15/03/1996,184,1. FSV Mainz 05,73
R. Walter,24,26/04/1995,174,OGC Nice,73
F. Campos,25,08/11/1993,179,Colo-Colo,73
F. Angileri,25,15/03/1994,184,River Plate,73
L. Janson,24,16/08/1994,169,Vélez Sarsfield,73
M. Miazga,23,19/07/1995,193,Reading,73
Rafa Soares,24,09/05/1995,178,Vitória Guimarães,73
J. Dinenno,24,28/08/1994,186,Deportivo Cali,73
G. Silva,25,05/03/1994,185,Independiente,73
M. Ilaimaharitra,23,26/07/1995,177,Sporting de Charleroi,73
S. Ingason,25,05/08/1993,188,PAOK,73
J. Rinne,26,20/06/1993,187,Aalborg BK,73
O. Tufan,24,23/03/1995,179,Fenerbahçe SK,73
D. Toköz,23,21/05/1996,180,Beşiktaş JK,73
T. Parker,26,23/02/1993,188,New York Red Bulls,73
A. Zambo Anguissa,23,16/11/1995,184,Villarreal CF,73
B. Ramselaar,23,29/06/1996,178,PSV,73
T. Ouwejan,23,24/06/1996,183,AZ Alkmaar,73
J. Mišić,25,28/06/1994,184,PAOK,73
A. Soto,25,20/10/1993,177,Racing Club,73
Marc Navarro,23,02/07/1995,188,CD Leganés,73
Carlos Ponck,24,13/01/1995,183,Medipol Başakşehir FK,73
P. Aquino,24,13/04/1995,175,Club León,73
R. Koch,22,17/07/1996,192,SC Freiburg,73
Yuri Ribeiro,22,24/01/1997,178,Nottingham Forest,73
Marcão,25,16/06/1994,196,Hebei China Fortune FC,73
Wilson Manafá,24,23/07/1994,174,FC Porto,73
R. Yaremchuk,23,27/11/1995,190,KAA Gent,73
N. Radonjić,23,15/02/1996,185,Olympique de Marseille,73
Ignasi Miquel,26,28/09/1992,189,Girona FC,73
J. Bryan,25,17/09/1993,174,Fulham,73
H. Van Crombrugge,26,30/04/1993,188,RSC Anderlecht,73
D. Roef,25,06/02/1994,187,RSC Anderlecht,73
B. Samba,25,25/04/1994,186,Nottingham Forest,73
Insua,25,09/09/1993,187,FC Schalke 04,73
J. Uronen,24,13/07/1994,177,KRC Genk,73
B. Djimsiti,26,19/02/1993,190,Atalanta,73
Diego Lopes,25,03/05/1994,171,Rio Ave FC,73
T. Murg,24,14/11/1994,173,SK Rapid Wien,73
C. Paterson,24,13/10/1994,187,Cardiff City,73
Frederico Venâncio,26,04/02/1993,186,Vitória Guimarães,73
Samir,24,05/12/1994,189,Udinese,73
P. Arriola,24,05/02/1995,167,DC United,73
E. Crivelli,24,06/02/1995,184,Medipol Başakşehir FK,73
M. Sobottka,25,25/04/1994,185,Fortuna Düsseldorf,73
D. Luckassen,23,03/07/1995,186,PSV,73
W. Bou,25,25/08/1993,174,Unión de Santa Fe,73
Hernani,25,27/03/1994,188,Parma,73
Serginho,25,02/04/1994,180,Kashima Antlers,73
G. Akkan,24,01/01/1995,186,Çaykur Rizespor,73
J. Góralski,26,21/09/1992,172,Poland,73
M. Mohammadi,25,29/09/1993,178,KAA Gent,73
V. Jovanović,23,17/05/1996,188,FC Girondins de Bordeaux,73
M. Mitrović,25,10/11/1993,187,Club Brugge KV,73
Vesga,26,21/05/1993,191,Athletic Club de Bilbao,73
Marc Muniesa,27,27/03/1992,179,Girona FC,73
M. Heča,28,23/03/1991,187,Sparta Praha,73
Y. Sanogo,26,27/01/1993,191,Toulouse Football Club,73
Álex Fernández,26,15/10/1992,182,Cádiz CF,73
L. Moore,26,31/01/1993,185,Reading,73
A. Limbombe,24,15/07/1994,177,Standard de Liège,73
L. Landre,27,05/05/1992,182,Nîmes Olympique,73
J. Brabec,26,06/08/1992,186,Viktoria Plzeň,73
Edgar Badía,27,12/02/1992,180,Elche CF,73
Patric,26,17/04/1993,184,Lazio,73
M. van der Hoorn,26,15/10/1992,190,Swansea City,73
A. Bakasetas,26,28/06/1993,181,Alanyaspor,73
C. Jullien,26,22/03/1993,196,Celtic,73
D. Moberg Karlsson,25,20/03/1994,177,Sparta Praha,73
R. Strebinger,26,14/02/1993,194,SK Rapid Wien,73
K. Wimmer,26,15/11/1992,187,Stoke City,73
A. Hassan,26,05/03/1993,191,SC Braga,73
I. Mbaye,24,19/11/1994,188,Bologna,73
A. Brignoli,27,19/08/1991,187,Empoli,73
C. Mbemba,24,08/08/1994,182,FC Porto,73
O. Kayode,26,08/05/1993,174,Gazişehir Gaziantep F.K.,73
K. Karaman,25,05/03/1994,189,Fortuna Düsseldorf,73
A. Scholz,26,24/10/1992,189,FC Midtjylland,73
Tiago Silva,26,02/06/1993,170,Nottingham Forest,73
W. Zimmerman,26,19/05/1993,191,Los Angeles FC,73
D. Amartey,24,21/12/1994,186,Leicester City,73
A. Ruiz,25,19/08/1993,183,Club Atlético Aldosivi,73
Y. Gordillo,27,25/06/1992,176,Deportes Tolima,73
A. Hunou,25,19/01/1994,179,Stade Rennais FC,73
César,26,28/12/1992,192,Santa Clara,73
Lucas Evangelista,24,06/05/1995,181,FC Nantes,73
J. Añor,25,24/01/1994,176,Málaga CF,73
S. Klaiber,24,31/07/1994,184,FC Utrecht,73
J. Agudelo,26,17/12/1992,180,Cúcuta Deportivo,73
A. Esiti,25,24/05/1994,189,PAOK,73
Y. Cardinale,25,27/03/1994,181,OGC Nice,73
T. Leibold,25,30/11/1993,174,Hamburger SV,73
Iago,27,22/05/1992,188,Moreirense FC,73
B. Perlaza,27,05/06/1992,187,Atlético Nacional,73
M. Santos,26,13/03/1993,174,Málaga CF,73
B. Lozano,25,23/02/1994,167,Santos Laguna,73
Jamiro Monteiro,25,23/11/1993,175,Philadelphia Union,73
M. Moreno,25,25/06/1994,168,Club Atlético Lanús,73
R. Glatzel,25,08/01/1994,193,Cardiff City,73
M. Siopis,25,14/05/1994,171,Alanyaspor,73
J. Gressel,25,16/12/1993,186,Atlanta United,73
Y. Meriah,25,02/07/1993,190,Olympiacos CFP,73
G. Masouras,25,01/01/1994,182,Olympiacos CFP,73
M. Hanousek,26,02/06/1993,181,Sparta Praha,73
F. Gulbrandsen,26,10/09/1992,175,Medipol Başakşehir FK,73
M. Abeid,26,06/08/1992,178,FC Nantes,73
K. Darlow,28,08/10/1990,190,Newcastle United,73
M. Çağıran,26,17/11/1992,181,Alanyaspor,73
M. Kamiński,27,15/01/1992,192,VfB Stuttgart,73
S. Skrzybski,26,18/11/1992,175,FC Schalke 04,73
M. Leitner,26,08/12/1992,176,Norwich City,73
B. Decordova-Reid,26,02/02/1993,170,Fulham,73
T. Trybull,26,09/03/1993,181,Norwich City,73
K. Frei,25,19/11/1993,171,Medipol Başakşehir FK,73
M. van Buren,26,24/08/1992,184,SK Slavia Praha,73
M. Luongo,26,25/09/1992,176,Sheffield Wednesday,73
A. Pritchard,26,03/05/1993,171,Huddersfield Town,73
Y. Chibsah,26,10/03/1993,177,Gazişehir Gaziantep F.K.,73
M. Ishak,26,31/03/1993,185,1. FC Nürnberg,73
Y. Banana,27,29/07/1991,192,Cameroon,73
W. Vaulks,25,13/09/1993,180,Cardiff City,73
T. Lawrence,25,13/01/1994,180,Derby County,73
Hwang Ui Jo,26,28/08/1992,184,FC Girondins de Bordeaux,73
C. Baeza,25,23/12/1993,171,Club Necaxa,73
J. Czerwiński,27,06/08/1991,183,Piast Gliwice,73
M. Zaldivia,28,22/01/1991,181,Colo-Colo,73
F. Avenatti,26,26/04/1993,196,Standard de Liège,73
P. Žulj,26,09/06/1993,185,RSC Anderlecht,73
I. Chochev,26,18/02/1993,189,Pescara,73
S. Gümüş,25,15/01/1994,179,Genoa,73
